warscroll_id|line|name|description|legend|ability_type|is_reaction|condition|keywords|ability_phase|points_type|points|
000000995|1|Tactical Insight|<b>Effect:</b> Friendly <span class="tooltip00187" data-tooltip-content="#tooltip_content00187" data-tooltip-anchor="#tooltip_content00187"><span class="kwb">DEATHRATTLE</span></span> and <span class="tooltip00188" data-tooltip-content="#tooltip_content00188" data-tooltip-anchor="#tooltip_content00188"><span class="kwb">DEADWALKERS</span></span> units have <a href="/aos4/the-rules/the-core-rules/#Ward-Saves">WARD (5+)</a> while they are wholly within 6" of this unit.|The vampire and their acolytes employ their divinatory abilities to manipulate and aid their undying servants.|Defensive|false|Passive||Defensive reaction|||
000000995|2|Scrying Pool|<b>Effect:</b> If a friendly <span class="kwb">SOULBLIGHT</span> <span class="kwb">GRAVELORDS</span> unit wholly within 12" of this unit uses the ‘<a href="">Redeploy</a>’ command, you can pick another friendly <span class="kwb">SOULBLIGHT</span> <span class="kwb">GRAVELORDS</span> unit wholly within 12" of this unit that has not used a command this phase to use the ‘Redeploy’ command immediately after the first has been resolved (this is an exception to <a href="/aos4/the-rules/the-core-rules/#Using-Commands">Commands, 1.2</a>). No command point is spent the second time that command is used.|Within this pool of shimmering gore, the vampire foresees the shape of the battle to come.|Special|false|Passive||Movement Phase|||
000000995|3|A Promising Concoction|<b>Declare:</b> Pick up to 3 friendly <span class="tooltip00189" data-tooltip-content="#tooltip_content00189" data-tooltip-anchor="#tooltip_content00189"><span class="kwb">VAMPIRE</span></span> units wholly within 12" of this unit to be the targets.<br><br><b>Effect:</b> Add 1 to the Attacks characteristic of the targets’ melee weapons for the rest of the turn.|The gory contents of the Coven Throne’s scrying bowl can be consumed by its riders and other vampires nearby, giving them a flush of power.|Offensive|false|Once Per Battle (Army), Your Combat Phase||Combat Phase|||
000000997|1|Battle Damaged|<b>Effect:</b> While this unit has 10 or more damage points, subtract 3 from its <a href="/aos4/the-rules/the-core-rules/#Power-Level">power level</a>.||Damage|false|Passive||Start of Turn|||
000000997|2|The Staff of Power|<b>Effect:</b> Add 2 to <a href="/aos4/the-rules/the-core-rules/#Spells">casting rolls</a> for this unit while it has not miscast any spells this turn. If this unit miscasts a spell, ignore the restriction that would stop this unit from casting any more spells this turn.|Alakanash is capped with gems of purest grave-sand.|Special|false|Passive||Hero Phase|||
000000997|3|Hand of Dust|<b>Declare:</b> Pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> enemy <span class="kwb">HERO</span> or <span class="kwb">MONSTER</span> in combat with this unit to be the target.<br><br><b>Effect:</b> Hide a dice in one of your hands or under one of two appropriate containers. Your opponent must pick one of your hands or containers. If they pick the one hiding the dice, this ability has no effect. If they pick the empty one, the target is automatically destroyed.|Nagash’s touch can turn a foe to a pile of dusty bones in moments.|Offensive|false|Once Per Turn (Army), End of Any Turn|Rampage|End of Turn|||
000000997|4|Invocation of Nagash|<b>Declare:</b> This unit can cast this spell more than once per phase. Pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> unit wholly within 18" of this unit that has not been picked to be the target of this spell this turn to be the target, then make a <a href="/aos4/the-rules/the-core-rules/#Spells">casting roll</a> of 2D6.<br><br><b>Effect:</b> If the target is an enemy unit, inflict D3 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on it. If the target is a friendly <span class="tooltip00190" data-tooltip-content="#tooltip_content00190" data-tooltip-anchor="#tooltip_content00190"><span class="kwb">DEATH</span></span> unit, pick 1 of the following effects:<br><ul><li>Return a number of <a href="/aos4/the-rules/the-core-rules/#Slain-Models">slain models</a> to the target unit with a combined Health characteristic of up to 3.</li><li>The target has <a href="/aos4/the-rules/the-core-rules/#Ward-Saves">WARD (5+)</a> until the start of your next turn.</li></ul>|In a storm of morbid sorcery, Nagash blasts his foes’ souls or re-knits his minions’ bodies.|Special|false|Your Hero Phase|Spell|Hero Phase|Spell|7|
000000997|5|Supreme Lord of the Undead|<b>Declare:</b> Pick a friendly <span class="tooltip00191" data-tooltip-content="#tooltip_content00191" data-tooltip-anchor="#tooltip_content00191"><span class="kwnon">non-</span><span class="kwb">HERO</span> <span class="kwb">NON-UNIQUE</span> <span class="kwb">DEATH</span></span> unit that has been destroyed to be the target.<br><br><b>Effect:</b> Set up a <a href="/aos4/the-rules/the-core-rules/#Replacement-Units">replacement unit</a> identical to the target wholly within 12" of this unit and more than 9" from all enemy units.||Rallying|false|Once Per Battle, Your Hero Phase||Hero Phase|||
000000998|1|Battle Damaged|<b>Effect:</b> While this unit has 10 or more damage points, the Attacks characteristic of Nagadron’s Claws is 3.||Damage|false|Passive||Start of Turn|||
000000998|2|The Adevore|<b>Declare:</b> Pick an enemy <span class="kwb">HERO</span> that was allocated any damage points inflicted by this unit’s Akmet-har this turn to be the target.<br><br><b>Effect:</b> Roll a dice. On a 5+, the target is automatically destroyed.|Should Nagadron sense the impending doom of a foe wounded by the Dagger of Jet, it will fall upon them and hungrily feast on their soul.|Offensive|false|Once Per Turn (Army), End of Any Turn|Rampage|End of Turn|||
000000998|3|Dark Mist|<b>Declare:</b> Pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> friendly <span class="tooltip00192" data-tooltip-content="#tooltip_content00192" data-tooltip-anchor="#tooltip_content00192"><span class="kwnon">non-</span><span class="kwb">MONSTER</span> <span class="kwb">SOULBLIGHT</span> <span class="kwb">GRAVELORDS</span></span> unit wholly within 12" of this unit to be the target, then make a <a href="/aos4/the-rules/the-core-rules/#Spells">casting roll</a> of 2D6.<br><br><b>Effect:</b> Ignore modifiers to <a href="">save rolls</a> for the target (positive and negative) until the start of your next turn.|Neferata summons tendrils of penumbral mist to coil around her minions, rendering their corporeal forms as insubstantial as smoke.|Defensive|false|Your Hero Phase|Spell|Hero Phase|Spell|7|
000000998|4|The Mortarch of Blood|<b>Declare:</b> Pick up to 3 friendly <span class="tooltip00193" data-tooltip-content="#tooltip_content00193" data-tooltip-anchor="#tooltip_content00193"><span class="kwb">DEATHRATTLE</span> <span class="kwb">INFANTRY</span></span> or <span class="tooltip00194" data-tooltip-content="#tooltip_content00194" data-tooltip-anchor="#tooltip_content00194"><span class="kwb">DEADWALKERS</span> <span class="kwb">INFANTRY</span></span> units to be the targets.<br><br><b>Effect:</b> Each target can use the ‘<a href="">Normal Move</a>’ ability as if it were your movement phase.|Neferata has millennia of experience analysing and unpicking her foes’ ploys.|Movement|false|Deployment Phase||Start of Turn|||
000000998|5|Twilight’s Allure|<b>Effect:</b> Subtract 1 from <a href="">hit rolls</a> for <a href="">combat attacks</a> that target friendly <span class="kwb">SOULBLIGHT</span> <span class="kwb">GRAVELORDS</span> units while they are wholly within 6" of this unit.|Neferata cloaks her minions in perpetual gloom.|Defensive|false|Passive||Defensive reaction|||
000000999|1|Battle Damaged|<b>Effect:</b> While this unit has 10 or more damage points, the Attacks characteristic of Shordemaire’s Claws is 5.||Damage|false|Passive||Start of Turn|||
000000999|2|Saint of Slaughter|<b>Declare:</b> Pick a friendly <span class="tooltip00195" data-tooltip-content="#tooltip_content00195" data-tooltip-anchor="#tooltip_content00195"><span class="kwnon">non-</span><span class="kwb">MONSTER</span> <span class="kwb">VAMPIRE</span></span> unit that destroyed a unit this turn using a <a href="/aos4/the-rules/the-core-rules/#Fight-Abilities"><span class="kwb">FIGHT</span> ability</a> and is wholly within 12" of this unit to be the target.<br><br><b>Effect:</b> Pick 1 of the following effects to apply for the rest of the battle:<br><ul><li>Add 2" to the target’s Move characteristic.</li><li>Add 1 to the Attacks characteristic of the target’s melee weapons.</li><li>Add 1 to the Damage characteristic of the target’s melee weapons.</li></ul>More than 1 effect can apply to a unit at the same time; however, each effect can only be applied to a unit once.|Under the fierce scrutiny of Prince Vhordrai, vampires revel in displaying their martial skill.|Special|false|End of Any Turn||End of Turn|||
000000999|3|Trail of Crimson|<b>Declare:</b> This unit can make a <a href="/aos4/the-rules/the-core-rules/#Pile-in-Moves">pile-in move</a> (even if it is not <a href="/aos4/the-rules/the-core-rules/#Combat-Range">in combat</a>). Then, if this unit is in combat, pick an enemy unit in combat with it to be the target.<br><br><b>Effect:</b> Roll a dice. On a 4+, inflict an amount of <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target equal to the roll.|Shordemaire ploughs into the enemy’s lines, its giant jaws tearing huge chunks from monsters or swallowing smaller foes whole.|Offensive|false|Once Per Turn (Army), Any Combat Phase|Rampage|Combat Phase|||
000000999|4|Quickblood|<b>Declare:</b> Make a <a href="/aos4/the-rules/the-core-rules/#Spells">casting roll</a> of 2D6.<br><br><b>Effect:</b> This unit has <a href="/aos4/the-rules/the-core-rules/#Strike-first-and-Strike-last">STRIKE-FIRST</a> until the start of your next turn.|Vhordrai calls upon the power of the curse running through his veins to strike with impossible speed.|Offensive|false|Your Hero Phase|Spell|Hero Phase|Spell|7|
000001000|1|Battle Damaged|<b>Effect:</b> While this unit has 10 or more damage points, the Attacks characteristic of its <b>Draconic Claws</b> is 5.||Damage|false|Passive||Start of Turn|||
000001000|2|That Which Should Not Be|<b>Effect:</b> If this unit <a href="">charged</a> this turn, for the rest of the turn, subtract 5 from the <a href="/aos4/the-rules/the-core-rules/#Objective-Control">control scores</a> of enemy units while they are <a href="/aos4/the-rules/the-core-rules/#Combat-Range">in combat</a> with this unit.|To behold such a majestic beast as a dragon in the grip of undeath evokes awe and abject terror in equal measure.|Control|false|Passive||End of Turn|||
000001000|3|Bloodthirsty Dominance|<b>Declare:</b> If this unit <a href="">charged</a> this turn, pick an enemy unit <a href="/aos4/the-rules/the-core-rules/#Combat-Range">in combat</a> with it to be the target.<br><br><b>Effect:</b> Roll a number of dice equal to the target’s Health characteristic. For each 6, inflict 1 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target.|The Vampire Lord and its monstrous mount single out worthy prey, tearing into them with relentless fury.|Offensive|false|Once Per Turn (Army), End of Any Turn|Rampage|End of Turn|||
000001003|1|Riders of Ruin|<b>Effect:</b> When this unit moves, it can pass through models in enemy <span class="kwb">INFANTRY</span> units and can pass through the <a href="/aos4/the-rules/the-core-rules/#Combat-Range">combat ranges</a> of enemy <span class="kwb">INFANTRY</span> units, but it cannot end a move <a href="/aos4/the-rules/the-core-rules/#Combat-Range">in combat</a> unless specified in the ability used.|Blood Knights trample clean over lesser foes to strike at more worthy challengers.|Movement|false|Passive||Movement Phase|||
000001003|2|Trampled to Dust|<b>Declare:</b> Pick an enemy unit that this unit passed across this turn to be the target.<br><br><b>Effect:</b> Roll a D3. On a 2+, inflict an amount of <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target equal to the roll.|Infantrymen who find themselves in the Blood Knights’ path are crushed beneath the hooves of their Nightmare steeds.|Offensive|false|Any Charge Phase||Charge Phase|||
000001006|1|Fleet and Fell|<b>Effect:</b> This unit can use <span class="kwb">CHARGE</span> abilities even if it used a <span class="kwb">RETREAT</span> ability in the same turn. In addition, no <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> is inflicted on this unit by <span class="kwb">RETREAT</span> abilities.|Borne swiftly upon huge, tattered wings, Fell Bats are able to swoop down upon and break away from their prey with impunity, their frenzied flapping making it difficult to pin them down.|Movement|false|Passive||Start of Turn|||
000001006|2|Beast|<b>Effect:</b> This unit has a maximum <a href="/aos4/the-rules/the-core-rules/#Objective-Control">control score</a> of 1.||Control|false|Passive||End of Turn|||
000001012|1|Restless Dead|<b>Effect:</b> You can return D3 <a href="/aos4/the-rules/the-core-rules/#Slain-Models">slain models</a> to this unit.|Nagash denies the gift of eternal rest to those who defied his will.|Rallying|false|End of Any Turn||End of Turn|||
000001014|1|Death’s Descent|<b>Effect:</b> If this unit is not <a href="/aos4/the-rules/the-core-rules/#Combat-Range">in combat</a>, remove it from the battlefield and <a href="/aos4/the-rules/the-core-rules/#Setting-Up-Units">set it up</a> again on the battlefield more than 9" from all enemy units.|Vargheists swoop down upon their victims from the sky, suddenly overwhelming them in a flurry of claws and fangs.|Movement|false|Once Per Turn (Army), Your Movement Phase|Core|Movement Phase|||
