id|name|faction_id|source_id|legend|regiment_options|notes|description|role|virtual|no_reinforced|link|Move|Save|Control|Health|Ward|UnitSize|Cost|
000003274|Hurakan Spirit of the Wind|LRL||When roused to wrath, the Spirits of the Wind strike like a cyclone. It is all but impossible to track them as they dart through the air, launching arrow after arrow from their elegant but monstrously powerful bows and slipping away before retribution can land, the wind whistling with their laughter.||Spearhead: Hurakan Vanguard||Monster|true|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Hurakan-Spirit-of-the-Wind-1|18"|4+|5|8|5+|1||
000003275|Hurakan Windmage|LRL||True allies of the Hyshian winds, a Hurakan Windmage travels everywhere upon a loyal zephyr- spirit companion. From here, they encourage their aelementors to follow their aelven disciples and unleash the gale-force wrath of the air against their enemies.||Spearhead: Hurakan Vanguard||Infantry Hero|true|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Hurakan-Windmage-1|12"|5+|2|5||1||
000003393|Scinari Cathallar|LRL||It is the noble duty of a Scinari Cathallar to take the spiritual anguish locked within spent aetherquartz and redirect it against their enemies. They are the lone point of darkness in the brilliance of a Lumineth line, capable of wielding despair itself as a weapon. The burdens of a Cathallar forever mark them out from their fellows, for the Lumineth are a people who shun emotion where possible. It is a task that the Cathallars accept without complaint; few know better than they the dangers of using aetherquartz unchecked.||Spearhead: Glittering Phalanx||Infantry Hero|true|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Scinari-Cathallar-1|6"|6+|2|5||1||
000003394|Vanari Auralan Sentinels|LRL||The bow is considered a noble weapon in Lumineth society, for the ability to send an arrow soaring through the radiant skies appeals greatly to aelven sensibilities – as does avoiding the need to close with their base adversaries. Sentinels are the archers of the Vanari, each having trained until they can shoot a foe through the eye from great distance. Their bows use a complex series of strings that allow them to moderate range and power, and their armour shines with the power of Hysh, capable of temporarily blinding any foes who weather their storm of sunmetal tipped arrows.||Spearhead: Glittering Phalanx||Infantry|true|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Vanari-Auralan-Sentinels-1|6"|5+|1|1||5||
000003395|Vanari Bladelords|LRL||Bladelords are amongst the most elite Lumineth warriors. Each has formed a deep connection with the essence of their weapon and views combat as a series of elegant and artful equations. To kill with the perfectly calculated cut or degree of force is seen as the greatest of virtues – not out of a sense of ego or self-aggrandisement, they say, but because it brings them closer to true enlightenment. Bladelords serve as guardians to the mages of the Scinari, souls who share their quest for mental perfection and will give their lives in service of their honoured charges.||Spearhead: Glittering Phalanx||Infantry|true|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Vanari-Bladelords-1|6"|4+|1|2||5||
000003408|Vanari Auralan Wardens|LRL||The Auralan Wardens are the lynchpins of the Vanari military. These phalanxes of skilled aelven warriors embody the Tyrionic traditions of their people; they do not flinch in the face of danger, nor do they hesitate to wield their pikes to impale oncoming enemies. The Wardens’ strength is built upon unity of purpose and a discipline that only those as long-lived as the aelves can hope to master. Empowered by the energies of aetherquartz and the arcane moonfire entrusted to their High Warden, they are the proud fortress wall upon which the forces of disorder break.||Spearhead: HURAKAN VANGUARD||Infantry|true|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Vanari-Auralan-Wardens-2|6"|4+|1|1||||
000000927|Plaguebearers|MoN||Plaguebearers trudge to battle amidst the drone of flies' wings and endless counting. These daemons tally the diseases unleashed upon the realms, all the while stabbing and hacking at their enemies with filthy plagueswords.||||Infantry|false|false|https://wahapedia.ru/aos4/factions/maggotkin-of-nurgle/Plaguebearers|4"|6+|1|2|5+|10|130|
000000928|Epidemius, Tallyman of Nurgle|MoN|000000138|Sat upon his mouldering palanquin, borne aloft by a mound of Nurglings, Epidemius gazes across the battlefield with jaded contempt. As his endless tally of Nurgle’s diseases rises, so do the Plague God’s minions become empowered.|Any %000003796DAEMON%, 0-1 %000012254Plague Scion%|||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/maggotkin-of-nurgle/Epidemius-Tallyman-of-Nurgle|4"|4+|2|7|5+|1|130|
000000930|The Wurmspat|MoN|000000138|A bloated and spectacularly foul-smelling sorcerer of formidable power, Fecula Flyblown has sworn to spread the sickening gifts of Grandfather Nurgle as far and wide as possible. The Blightkings Sepsimus and Ghulgoch have sworn themselves to the service of Fecula. They form a shield of flabby putrescence and rusted weapons between the sorcerer and any who may threaten her.||This unit cannot be reinforced.|Each model in this unit is armed with Blighted Weapons. The models in this unit are:<br><ul><li>Fecula Flyblown (champion)</li><li>Ghulgoch the Butcher</li><li>Sepsimus, Plaguesworn</li></ul>|Infantry|false|true|https://wahapedia.ru/aos4/factions/maggotkin-of-nurgle/The-Wurmspat|4"|4+|1|4|5+|3|160|
000000931|Festus the Leechlord|MoN||Festus is a heartless maniac,a former plague doctor transformed into a twisted alchemist of disease. His devotion to the Grandfather has seen him swell into a foul Daemon Prince. He leads Nurgle’s armies with infectious exuberance on the back of Gatholyx, relishing the chance to try out new delightful brews on unwilling foes.|0-1 %000012254Plague Scion%, Any %000006197Maggotkin of Nurgle%|||Monster Hero|false|true|https://wahapedia.ru/aos4/factions/maggotkin-of-nurgle/Festus-the-Leechlord|5"|4+|5|14|5+|1|290|
000000932|Gutrot Spume|MoN||Gutrot Spume is the feared master of Nurgle’s Slime Fleets. His towering ego is such that he will never back down from a rival’s challenge, while so mighty is he that he has never lost a duel.|0-1 %000012253Rotbringer Lord%, Any %000012255ROTBRINGERS%|||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/maggotkin-of-nurgle/Gutrot-Spume|4"|4+|2|7|6+|1|120|
000000933|Harbinger of Decay|MoN||The Harbingers of Decay trot into battle atop vile steeds more dead than alive. These champions draw the gaze of Nurgle himself, and where they ride, the Plague God’s sinister will is soon made manifest.|0-1 %000012253Rotbringer Lord%, Any %000012255ROTBRINGERS%|||Cavalry Hero|false|true|https://wahapedia.ru/aos4/factions/maggotkin-of-nurgle/Harbinger-of-Decay|8"|3+|2|7|6+|1|140|
000000934|Horticulous Slimux|MoN||As Nurgle’s head horticulturist, Slimux has the power to seed his master’s Garden in reality. Surrounded by packs of Beasts of Nurgle and wielding his lethal lopping shears, he is a being to be rightly feared.|Any %000003796DAEMON%|||Cavalry Hero|false|true|https://wahapedia.ru/aos4/factions/maggotkin-of-nurgle/Horticulous-Slimux|4"|4+|2|8|5+|1|140|
000000935|Lord of Afflictions|MoN||Mounted atop bloated Rot Flies, the Lords of Affliction lead Nurgle’s vanguards to war. They and their droning brethren strike directly from the curdled skies, skewering the enemy on their filth-encrusted tridents.|Any %000012255ROTBRINGERS%|||Cavalry Hero|false|true|https://wahapedia.ru/aos4/factions/maggotkin-of-nurgle/Lord-of-Afflictions|8"|3+|2|8|6+|1|170|
000000936|Lord of Blights|MoN||Masters of the corpse orchards, the Lords of Blights are responsible for creating the blessed death’s heads. These projectiles are doled out to Plague Drones and hurled at the foe to spread the plagues festering within.|Any %000012255ROTBRINGERS%|This <span class="kwb">HERO</span> can join an eligible regiment as a Rotbringer Lord.||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/maggotkin-of-nurgle/Lord-of-Blights|4"|3+|2|7|6+|1|140|
000000937|Lord of Plagues|MoN||The Lords of Plagues storm forth with rusted axes swinging. These revolting warlords urge their followers on to ever greater acts of carnage, fertilising the realms with the filth-ridden mulch they make of their enemies.|Any %000012255ROTBRINGERS%|This <span class="kwb">HERO</span> can join an eligible regiment as a Rotbringer Lord.||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/maggotkin-of-nurgle/Lord-of-Plagues|4"|4+|2|7|6+|1|100|
000000938|Poxbringer, Herald of Nurgle|MoN||Poxbringers are veteran daemons amongst the Plaguebearer ranks who lead the tallybands into war. Doleful and relentless, they command their charges with a grim determination and wield the magics of plague as well as a corrupted balesword of dire virulence.|Any %000003796DAEMON%|This <span class="kwb">HERO</span> can join an eligible regiment as a Plague Scion.||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/maggotkin-of-nurgle/Poxbringer-Herald-of-Nurgle|4"|5+|2|5|5+|1|90|
000000939|Sloppity Bilepiper, Herald of Nurgle|MoN||Sloppity Bilepipers caper through the ranks of Nurgle’s legions as they advance. Infected with a plague of mirth, they prance and quip, entertaining their fellow daemons even as they cause the enemy to literally die laughing.|Any %000003796DAEMON%|This <span class="kwb">HERO</span> can join an eligible regiment as a Plague Scion.||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/maggotkin-of-nurgle/Sloppity-Bilepiper-Herald-of-Nurgle|4"|5+|2|5|5+|1|100|
000000941|Spoilpox Scrivener, Herald of Nurgle|MoN||Spoilpox Scriveners keep a strict watch over the tallying of the Plaguebearers. Should an enemy stray too close, they bite off heads and limbs with their trunk-like maws or they blanket the foe in foul mucus with almighty sneezes.|Any %000003796DAEMON%|This <span class="kwb">HERO</span> can join an eligible regiment as a Plague Scion.||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/maggotkin-of-nurgle/Spoilpox-Scrivener-Herald-of-Nurgle|4"|5+|2|5|5+|1|80|
000000942|Bloab Rotspawned|MoN||One of Nurgle’s most favoured sorcerers, Bloab Rotspawned is accompanied at all times by a swarm of daemonic flies that emerge from his bubotic flesh, to the detriment of any who dare draw too close.|0-1 %000012253Rotbringer Lord%, Any %000006197MAGGOTKIN OF NURGLE%|||Monster Hero|false|true|https://wahapedia.ru/aos4/factions/maggotkin-of-nurgle/Bloab-Rotspawned|8"|4+|5|14|6+|1|260|
000000943|The Glottkin|MoN||Plague-cursed triplets of immense age and power, the Glottkin are Nurgle’s greatest mortal champions. When the warrior Otto, sorcerous Ethrac and monstrous Ghurk combine their unnatural power, all who stand against them are soon crushed…|0-1 %000012253Rotbringer Lord%, Any %000006197MAGGOTKIN OF NURGLE%|||Monster Hero|false|true|https://wahapedia.ru/aos4/factions/maggotkin-of-nurgle/The-Glottkin|6"|4+|10|24|6+|1|470|
000000944|Great Unclean One|MoN||The Great Unclean Ones are immensely resilient and frighteningly strong. Able to barge down fortress gates and crush monstrous beasts with their sheer bulk, these greater daemons are infernal icons of Nurgle’s malign power.|0-1 %000012254Plague Scion%, Any %000006197MAGGOTKIN OF NURGLE%|||Monster Hero|false|true|https://wahapedia.ru/aos4/factions/maggotkin-of-nurgle/Great-Unclean-One|6"|4+|5|20|5+|1|400|
000000945|Morbidex Twiceborn|MoN||Morbidex Twiceborn is the champion of the Nurglings and has gained much of their unnatural resilience. In battle, swarms of the impish daemons trail after their idol, drowning enemies in a filthy living tide.|0-1 %000012253Rotbringer Lord%, Any %000006197MAGGOTKIN OF NURGLE%|||Monster Hero|false|true|https://wahapedia.ru/aos4/factions/maggotkin-of-nurgle/Morbidex-Twiceborn|8"|4+|5|14|6+|1|250|
000000946|Orghotts Daemonspew|MoN||Orghotts Daemonspew is a driven warlord determined to earn Nurgle’s ultimate favour. In battle, he fights as a merciless reaper, the Rotaxes striking down foe after foe like wheat before the scythe.|0-1 %000012253Rotbringer Lord%, Any %000006197MAGGOTKIN OF NURGLE%|||Monster Hero|false|true|https://wahapedia.ru/aos4/factions/maggotkin-of-nurgle/Orghotts-Daemonspew|8"|3+|5|14|6+|1|260|
000000947|Rotigus|MoN||Brandishing his mouldy gnarlrod at the skies, Rotigus Rainfather calls down the inundating Deluge of Nurgle, even as the fanged maws that split his flesh vomit streams of diseased bile, drowning the enemy in torrents of noxious filth.|0-1 %000012254Plague Scion%, Any %000006197MAGGOTKIN OF NURGLE%|||Monster Hero|false|true|https://wahapedia.ru/aos4/factions/maggotkin-of-nurgle/Rotigus|6"|4+|10|22|5+|1|420|
000000949|Nurglings|MoN||Nurglings are daemonic mites that tumble from the innards of larger daemons or spill up from sewers and fissures in reality. They pour across the battlefield in a stinking tide, burying the foe beneath waves of infectious foulness.||||Beast|false|false|https://wahapedia.ru/aos4/factions/maggotkin-of-nurgle/Nurglings|4"|6+|1|4|5+|3|100|
000000950|Plague Drones|MoN||Plague Drones are high-ranking Plaguebearers who travel atop Rot Flies. These daemonic mounts attack with their toxic stingers and foul mouthparts, eager to exact vengeance on those who spurned them in their previous incarnations.||||Cavalry|false|false|https://wahapedia.ru/aos4/factions/maggotkin-of-nurgle/Plague-Drones|8"|5+|2|5|5+|3|150|
000000951|Pusgoyle Blightlords|MoN||Elite Rotbringers mounted atop Rot Flies, Pusgoyle Blightlords thrum ahead of their kindred to sow panic and death. Their crushing tocsins and whistling scythes make short work of any who would slow the spread of decay.||||Cavalry|false|false|https://wahapedia.ru/aos4/factions/maggotkin-of-nurgle/Pusgoyle-Blightlords|8"|4+|2|8|6+|2|200|
000000952|Putrid Blightkings|MoN||Putrid Blightkings carve their way forwards with slime-encrusted blades, hammers and axes. Their rotting bodies emanate an unnaturally noisome odour that impedes the concentration of nearby priests and wizards.||||Infantry|false|false|https://wahapedia.ru/aos4/factions/maggotkin-of-nurgle/Putrid-Blightkings|4"|5+|1|3|6+|5|130|
